code,name,type
chk000887,上投摩根稳进回报混合,混合型
chk000889,上投摩根纯债添利债券A,债券型
chk000890,上投摩根纯债添利债券C,债券型
chk000891,博时现金宝货币B,货币型
chk000892,九泰天宝灵活配置混合A,混合型
chk000893,工银创新动力股票,股票型
chk000894,中欧睿达定期开放混合A,混合型
chk000895,国寿安保薪金宝货币,货币型
chk000896,鑫元聚鑫收益增强债A,债券型
chk000897,鑫元聚鑫收益增强债C,债券型
chk000898,华富恒稳纯债债券A,债券型
chk000899,华富恒稳纯债债券C,债券型
chk000901,国开货币A,货币型
chk000902,国开货币B,货币型
chk000903,新华活期添利货币A,货币型
chk000904,银华回报定开混合,混合型
chk000905,鹏华安盈宝货币,货币型
chk000906,广发全球精选股票美元现汇,QDII
chk000907,农银红利日结货币A,货币型
chk000908,农银红利日结货币B,货币型
chk000910,鑫元合丰纯债C,债券型
chk000911,鑫元合丰纯债A,债券型
chk000912,英大现金宝货币A,货币型
chk000913,农银医疗保健股票,股票型
chk000914,中加纯债债券,债券型
chk000916,前海开源股息率100强股票,股票型
chk000917,嘉实快线货币A,货币型
chk000920,易方达财富快线货币Y,货币型
chk000921,中邮现金驿站货币A,货币型
chk000922,中邮现金驿站货币B,货币型
chk000923,中邮现金驿站货币C,货币型
chk000924,宝盈先进制造混合A,混合型
chk000925,汇添富外延增长主题股票,股票型
chk000926,中信建投睿信灵活配置混合A,混合型
chk000927,博时大中华亚太精选美元现汇,QDII
chk000928,中融国企改革混合,混合型
chk000929,博时黄金D,混合型
chk000930,博时黄金I,混合型
chk000931,国寿安保尊益信用纯债债券,债券型
chk000932,前海开源睿远稳健增利混合A,混合型
chk000933,前海开源睿远稳健增利混合C,混合型
chk000934,国富大中华精选混合,QDII
chk000935,浙商汇金转型成长,混合型
chk000936,博时产业新动力混合A,混合型
chk000939,中银研究精选灵活配置混合,混合型
chk000940,富国中小盘精选混合,混合型
chk000942,广发信息技术联接A,联接基金
chk000943,工银中高等级信用债债券A,债券型
chk000944,工银中高等级信用债债券B,债券型
chk000945,华夏医疗健康混合A,混合型
chk000946,华夏医疗健康混合C,混合型
chk000948,华夏沪港通恒生ETF联接A,QDII-指数
chk000950,易方达沪深300非银联接A,联接基金
chk000951,中银理财90天债券A,理财型
chk000952,中银理财90天债券B,理财型
chk000953,国泰睿吉灵活配置混合A,混合型
chk000954,国泰睿吉灵活配置混合C,混合型
chk000955,南方产业活力,股票型
chk000960,招商医药健康产业股票,股票型
chk000961,天弘沪深300ETF联接A,联接基金
chk000962,天弘中证500ETF联接A,联接基金
chk000963,兴业多策略混合,混合型
chk000965,汇丰晋信新动力混合,混合型
chk000966,中邮核心科技创新灵活配置混合,混合型
chk000967,华泰柏瑞创新动力混合,混合型
chk000968,广发养老指数A,股票指数
chk000969,前海开源大安全混合,混合型
chk000970,东方红睿元混合,混合型
chk000971,诺安新经济股票,股票型
chk000972,新华万银策略灵活配置混合,混合型
chk000973,新华增盈回报债券,债券型
chk000974,安信消费医药股票,股票型
chk000975,MSCI中国A股国际通联接A,联接基金
chk000976,长城新兴产业混合,混合型
chk000977,长城环保主题混合,混合型
chk000978,景顺长城量化精选股票,股票型
chk000979,景顺长城沪港深精选股票,股票型
chk000980,汇添富添富通货币B,货币型
chk000981,北信瑞丰现金添利A,货币型
chk000982,北信瑞丰现金添利B,货币型
chk000985,嘉实逆向策略股票,股票型
chk000986,太平灵活配置,混合型
chk000988,嘉实全球互联网股票人民币,QDII
chk000989,嘉实全球互联网股票美元现汇,QDII
chk000990,嘉实全球互联网股票美元现钞,QDII
chk000991,工银战略转型股票,股票型
chk000992,广发对冲套利定期开放混合,混合型
chk000993,华宝稳健回报混合,混合型
chk000994,建信睿盈灵活配置混合A,混合型
chk000995,建信睿盈灵活配置混合C,混合型
chk000996,中银新动力股票,股票型
chk000997,南方双元A,债券型
chk000998,南方双元C,债券型
chk001000,中欧明睿新起点混合,混合型
chk001001,华夏债券A/B,债券型
chk001002,华夏债券A/B(后端),债券型
chk001003,华夏债券C,债券型
chk001004,新华稳健回报混合发起式,混合型
chk001006,中信建投凤凰货币A,货币型
chk001007,国联安鑫安灵活配置混合,混合型
chk001008,工银国企改革股票,股票型
chk001009,上投摩根安全战略股票,股票型
chk001010,易方达增金宝货币A,货币型
chk001011,华夏希望债券A,债券型
chk001013,华夏希望债券C,债券型
chk001014,中融融安混合,混合型
chk001015,华夏沪深300指数增强A,股票指数
chk001016,华夏沪深300指数增强C,股票指数
chk001017,泰达改革动力混合A,混合型
chk001018,易方达新经济混合,混合型
chk001019,兴业年年利定开债,定开债券
chk001021,华夏亚债中国指数A,债券指数
chk001023,华夏亚债中国指数C,债券指数
chk001026,诺安理财宝货币C,货币型
chk001027,前海开源中证大农业指数增强,股票指数
chk001028,华安物联网主题股票,股票型
chk001030,天弘云端生活优选,混合型
chk001031,华夏安康债券A,债券型
chk001033,华夏安康债券C,债券型
chk001035,中银恒利半年定开债,定开债券
chk001036,嘉实企业变革股票,股票型
chk001037,国投瑞银锐意改革混合,混合型
chk001039,嘉实先进制造股票,股票型
chk001040,新华策略精选股票,股票型
chk001041,南方理财60天债券E,理财型
chk001042,华夏领先股票,股票型
chk001043,工银美丽城镇股票,股票型
chk001044,嘉实新消费股票,股票型
chk001045,华夏可转债增强债券A,债券型
chk001046,华夏可转债增强债券I,债券型
chk001047,光大国企改革股票,股票型
chk001048,富国新兴产业股票,股票型
chk001050,汇添富成长多因子量化策略股票,股票型
chk001051,华夏上证50ETF联接A,联接基金
chk001052,华夏中证500ETF联接A,联接基金
chk001053,南方创新经济,混合型
chk001054,工银新金融股票,股票型
chk001056,北信瑞丰健康生活,混合型
chk001057,华夏理财30天债券A,理财型
chk001058,华夏理财30天债券B,理财型
chk001059,中金绝对收益,混合型
chk001060,前海开源高端装备制造混合,混合型
chk001061,华夏收益债券(QDII)A,QDII
chk001063,华夏收益债券(QDII)C,QDII
chk001064,广发中证环保ETF联接A,联接基金
chk001065,华夏海外收益债券现汇,QDII
chk001066,华夏海外收益债券现钞,QDII
chk001067,鹏华弘盛混合A,混合型
chk001068,华融新锐灵活配置混合,混合型
chk001069,华泰柏瑞消费成长混合,混合型
chk001070,建信信息产业股票,股票型
chk001071,华安媒体互联网混合,混合型
chk001072,华安智能装备主题股票,股票型
chk001073,华泰柏瑞量化绝对收益混合,混合型
chk001074,华泰柏瑞量化驱动混合A,混合型
chk001075,宝盈转型动力混合,混合型
chk001076,易方达改革红利混合,混合型
chk001077,华夏现金宝货币A,货币型
chk001078,华夏现金宝货币B,货币型
chk001086,华富恒利债券A,债券型
chk001087,华富恒利债券C,债券型
chk001088,华宝国策导向混合,混合型
chk001092,广发生物科技指数(QDII),QDII-指数
chk001093,广发生物科技指数美元,QDII-指数
chk001094,国投瑞银添利宝货币A,货币型
chk001095,国投瑞银添利宝货币B,货币型
chk001096,国寿安保聚宝盆货币A,货币型
chk001097,华泰柏瑞积极优选股票,股票型
chk001101,银华惠添益货币,货币型
chk001102,前海开源国家比较优势混合,混合型
chk001103,前海开源工业革命4.0混合,混合型
chk001104,华安新丝路主题股票,股票型
chk001105,信达澳银转型创新股票,股票型
chk001106,华商健康生活混合,混合型
chk001110,中欧瑾泉灵活配置混合A,混合型
chk001111,中欧瑾泉灵活配置混合C,混合型
chk001112,东方红中国优势混合,混合型
chk001113,南方大数据100A,股票指数
chk001115,广发聚安混合A,混合型
chk001116,广发聚安混合C,混合型
chk001117,中欧精选定期开放混合A,混合型
chk001118,华宝事件驱动混合,混合型
chk001120,东方睿鑫热点挖掘混合A,混合型
chk001121,东方睿鑫热点挖掘混合C,混合型
chk001122,鹏华弘利混合A,混合型
chk001123,鹏华弘利混合C,混合型
chk001124,融通增强收益债券C,债券型
chk001125,博时互联网主题灵活配置混合,混合型
chk001126,上投摩根卓越制造股票,股票型
chk001127,中银宏观策略混合,混合型
chk001128,宝盈新兴产业混合,混合型
chk001133,广发中证全指可选消费联接A,联接基金
chk001134,广发天天利货币E,货币型
chk001135,益民品质升级混合,混合型
chk001136,易方达裕如混合,混合型
chk001139,华安新动力灵活配置混合,混合型
chk001140,工银总回报灵活配置混合,混合型
chk001141,泰达宏利创盈混合A,混合型
chk001142,泰达宏利创盈混合B,混合型
chk001143,华商量化进取混合,混合型
chk001144,大成互联网思维混合,混合型
chk001146,中欧瑾源灵活配置混合A,混合型
chk001147,中欧瑾源灵活配置混合C,混合型
chk001148,申万菱信多策略灵活配置混合A,混合型
chk001149,汇丰晋信恒生龙头指数C,股票指数
chk001150,融通互联网传媒灵活配置混合,混合型
chk001151,融通互联网传媒灵活配置混合(后端),混合型
chk001152,融通新区域新经济灵活配置混合,混合型
chk001153,融通新区域新经济灵活配置混合(后端),混合型
chk001154,北信瑞丰平安中国,混合型
chk001156,申万菱信新能源汽车混合,混合型
chk001157,国联安睿祺灵活配置混合,混合型
chk001158,工银新材料新能源股票,股票型
chk001162,前海开源优势蓝筹股票A,股票型
chk001163,银华中国梦30股票,股票型
chk001164,中欧琪和灵活配置混合A,混合型
chk001165,中欧琪和灵活配置混合C,混合型
chk001166,建信环保产业股票,股票型
chk001167,金鹰科技创新股票,股票型
chk001170,泰达宏利复兴混合,混合型
chk001171,工银养老产业股票,股票型
chk001172,鹏华弘泽混合A,混合型
chk001173,中欧瑾和灵活配置混合A,混合型
chk001174,中欧瑾和灵活配置混合C,混合型
chk001175,山证日日添利货币A,货币型
chk001176,山证日日添利货币B,货币型
chk001177,山证日日添利货币C,货币型
chk001178,前海开源再融资股票,股票型
chk001179,德邦大健康灵活配置混合,混合型
chk001180,广发医药卫生联接A,联接基金
chk001181,南方改革机遇,混合型
chk001182,易方达安心回馈混合,混合型
chk001183,南方利淘A,混合型
chk001184,易方达新常态灵活配置混合,混合型
chk001185,安信动态策略混合A,混合型
chk001186,富国文体健康股票,股票型
chk001188,鹏华改革红利股票,股票型
chk001189,广发聚宝混合A,混合型
chk001190,鹏华弘润混合A,混合型
chk001191,鹏华弘润混合C,混合型
chk001192,上投摩根整合驱动混合,混合型
chk001193,中金消费升级,股票型
chk001194,景顺长城稳健回报混合A,混合型
chk001195,工银农业产业股票,股票型
chk001196,东方鼎新灵活配置混合A,混合型
chk001197,长盛转型升级主题灵活配置混合,混合型
chk001198,东方惠新灵活配置混合A,混合型
chk001199,创金合信聚利债券A,债券型
chk001200,创金合信聚利债券C,债券型
chk001201,申万菱信安鑫回报混合A,混合型
chk001202,东方红领先精选混合,混合型
chk001203,东方红稳健精选混合A,混合型
chk001204,东方红稳健精选混合C,混合型
chk001205,建信稳健回报灵活配置混合,混合型
chk001208,诺安低碳经济股票,股票型
chk001209,前海开源一带一路混合A,混合型
chk001210,天弘互联网混合,混合型
chk001211,中欧滚钱宝货币A,货币型
chk001212,华润元大稳健债券A,债券型
chk001213,华润元大稳健债券C,债券型
chk001214,华泰柏瑞中证500ETF联接A,联接基金
chk001215,博时沪港深优质企业基金A,混合型
chk001216,易方达新收益混合A,混合型
chk001217,易方达新收益混合C,混合型
chk001218,国投瑞银精选收益混合,混合型
chk001219,上投摩根动态多因子混合,混合型
chk001220,民生加银研究精选混合,混合型
chk001222,鹏华外延成长混合,混合型
chk001223,鹏华文化传媒娱乐股票,股票型
chk001224,中邮新思路灵活配置混合,混合型
chk001225,中邮趋势精选灵活配置混合,混合型
chk001226,中邮稳健添利灵活配置混合,混合型
chk001227,中邮信息产业灵活配置混合,混合型
